participant,condition:1,prolific1:1,xb_01:1,xb_02:1,xb_03:1,xb_04:1,xb_05:1,xb_06:1,xb_07:1,xb_15:1,xb_16:1,xb_17:1,xb_18:1,xb_19:1,xb_20:1,xb_21:1,xb_101:1,xb_102:1,xb_103:1,xb_104:1,xb_105:1,xb_106:1,xb_107:1,xb_108:1,xb_109:1,xb_110:1,xb_111:1,xb_112:1,xb_113:1,xb_114:1,xb_22:1,xb_23:1,xb_24:1,xb_25:1,xb_26:1,xb_27:1,xb_28:1,xb_29:1,xb_30:1,xb_31:1,xb_32:1,xb_33:1,xb_34:1,xb_35:1,xb_136:1,xb_137:1,xb_138:1,xb_139:1,xb_140:1,xb_141:1,xb_142:1,xb_57:1,xb_58:1,xb_59:1,xb_60:1,xb_61:1,xb_62:1,xb_63:1,xb_64:1,xb_65:1,xb_66:1,xb_67:1,xb_68:1,xb_69:1,xb_70:1,xb_150:1,xb_151:1,xb_152:1,xb_153:1,xb_154:1,xb_155:1,xb_156:1,prolific2:1,sd_01:1,sd_02:1,sd_03:1,sd_04:1,sd_05:1,sd_06:1,sd_07:1,sd_15:1,sd_16:1,sd_17:1,sd_18:1,sd_19:1,sd_20:1,sd_21:1,sd_101:1,sd_102:1,sd_103:1,sd_104:1,sd_105:1,sd_106:1,sd_107:1,sd_108:1,sd_109:1,sd_110:1,sd_111:1,sd_112:1,sd_113:1,sd_114:1,sd_22:1,sd_23:1,sd_24:1,sd_25:1,sd_26:1,sd_27:1,sd_28:1,sd_29:1,sd_30:1,sd_31:1,sd_32:1,sd_33:1,sd_34:1,sd_35:1,sd_136:1,sd_137:1,sd_138:1,sd_139:1,sd_140:1,sd_141:1,sd_142:1,sd_64:1,sd_65:1,sd_66:1,sd_67:1,sd_68:1,sd_69:1,sd_70:1,sd_150:1,sd_151:1,sd_152:1,sd_153:1,sd_154:1,sd_155:1,sd_156:1,sd_57:1,sd_58:1,sd_59:1,sd_60:1,sd_61:1,sd_62:1,sd_63:1,prolific3:1,mc_01:1,mc_02:1,mc_03:1,mc_04:1,mc_05:1,mc_06:1,mc_07:1,mc_15:1,mc_16:1,mc_17:1,mc_18:1,mc_19:1,mc_20:1,mc_21:1,mc_101:1,mc_102:1,mc_103:1,mc_104:1,mc_105:1,mc_106:1,mc_107:1,mc_108:1,mc_109:1,mc_110:1,mc_111:1,mc_112:1,mc_113:1,mc_114:1,mc_22:1,mc_23:1,mc_24:1,mc_25:1,mc_26:1,mc_27:1,mc_28:1,mc_29:1,mc_30:1,mc_31:1,mc_32:1,mc_33:1,mc_34:1,mc_35:1,mc_136:1,mc_137:1,mc_138:1,mc_139:1,mc_140:1,mc_141:1,mc_142:1,mc_64:1,mc_65:1,mc_66:1,mc_67:1,mc_68:1,mc_69:1,mc_70:1,mc_150:1,mc_151:1,mc_152:1,mc_153:1,mc_154:1,mc_155:1,mc_156:1,mc_57:1,mc_58:1,mc_59:1,mc_60:1,mc_61:1,mc_62:1,mc_63:1,md_assign:1,prolific5:1,md_f01:1,md_f02:1,md_f03:1,md_f04:1,md_f05:1,md_f06:1,md_f07:1,md_f15:1,md_f16:1,md_f17:1,md_f18:1,md_f19:1,md_f20:1,md_f21:1,md_f101:1,md_f102:1,md_f103:1,md_f104:1,md_f105:1,md_f106:1,md_f107:1,md_f22:1,md_f23:1,md_f24:1,md_f25:1,md_f26:1,md_f27:1,md_f28:1,md_f108:1,md_f109:1,md_f110:1,md_f111:1,md_f112:1,md_f113:1,md_f114:1,md_m01:1,md_m02:1,md_m03:1,md_m04:1,md_m05:1,md_m06:1,md_m07:1,md_m101:1,md_m102:1,md_m103:1,md_m104:1,md_m105:1,md_m106:1,md_m107:1,md_m108:1,md_m109:1,md_m110:1,md_m111:1,md_m112:1,md_m113:1,md_m114:1,md_m15:1,md_m16:1,md_m17:1,md_m18:1,md_m19:1,md_m20:1,md_m21:1,md_m22:1,md_m23:1,md_m24:1,md_m25:1,md_m26:1,md_m27:1,md_m28:1,prolific7:1,md_f137:1,md_f138:1,md_f139:1,md_f140:1,md_f141:1,md_f142:1,md_f29:1,md_f30:1,md_f31:1,md_f32:1,md_f33:1,md_f34:1,md_f35:1,md_f150:1,md_f151:1,md_f152:1,md_f153:1,md_f154:1,md_f155:1,md_f156:1,md_f64:1,md_f65:1,md_f66:1,md_f67:1,md_f68:1,md_f69:1,md_f70:1,md_f57:1,md_f58:1,md_f59:1,md_f60:1,md_f61:1,md_f62:1,md_f63:1,md_m136:1,md_m137:1,md_m138:1,md_m139:1,md_m140:1,md_m141:1,md_m142:1,md_m29:1,md_m30:1,md_m31:1,md_m32:1,md_m33:1,md_m34:1,md_m35:1,md_m150:1,md_m151:1,md_m152:1,md_m153:1,md_m154:1,md_m155:1,md_m156:1,md_m64:1,md_m65:1,md_m66:1,md_m67:1,md_m68:1,md_m69:1,md_m70:1,md_m57:1,md_m58:1,md_m59:1,md_m60:1,md_m61:1,md_m62:1,md_m63:1,prolific4:1,ft_01:1,ft_02:1,ft_03:1,ft_04:1,ft_05:1,ft_06:1,ft_07:1,ft_15:1,ft_16:1,ft_17:1,ft_18:1,ft_19:1,ft_20:1,ft_21:1,ft_101:1,ft_102:1,ft_103:1,ft_104:1,ft_105:1,ft_106:1,ft_107:1,ft_22:1,ft_23:1,ft_24:1,ft_25:1,ft_26:1,ft_27:1,ft_28:1,ft_29:1,ft_30:1,ft_31:1,ft_32:1,ft_33:1,ft_34:1,ft_35:1,ft_137:1,ft_138:1,ft_139:1,ft_140:1,ft_141:1,ft_142:1,ft_64:1,ft_65:1,ft_66:1,ft_67:1,ft_68:1,ft_69:1,ft_70:1,ft_150:1,ft_151:1,ft_152:1,ft_153:1,ft_154:1,ft_155:1,ft_156:1,ft_57:1,ft_58:1,ft_59:1,ft_60:1,ft_61:1,ft_62:1,ft_63:1,ft_108:1,ft_109:1,ft_110:1,ft_111:1,ft_112:1,ft_113:1,ft_114:1,Age:1,Gender:1,Gender_binary_beliefs:1,Gender_binary_beliefs:2,Gender_binary_beliefs:3,Gender_binary_beliefs:4,TIME_start,TIME_end,TIME_total
s.5cc2f08e-032b-4cad-921f-17bfa4329205.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5dfd19eda482a2000b06238a,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35,Male,4,4,5,3,2022-05-31-16-40,2022-05-31-16-49,9,
s.302b219a-4add-475c-ab5b-62b31c56c928.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5e505dcdad88cd0b518342d9,2,2,4,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,4,2,2,2,2,2,1,1,1,1,2,2,2,4,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,4,1,1,1,2,2,2,2,1,1,1,2,2,2,4,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,Female,5,1,1,1,2022-05-31-16-48,2022-05-31-16-54,6,
s.89cd8277-74b5-4651-93dc-7c9de2884fe6.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",57549ae7f2ab9d00062ffe4c,male,male,male,male,female,female,female,male,male,male,male,male,female,female,female,female,female,female,male,male,male,male,male,male,male,female,female,female,male,male,male,male,female,female,female,male,male,female,female,female,female,male,male,male,male,female,female,female,male,male,male,female,female,female,female,male,male,male,male,female,female,female,male,male,male,male,female,female,female,43,female,3,2,2,3,2022-05-31-16-45,2022-05-31-17-01,16,
s.b7cae207-c0da-4744-8f04-0e65b188187e.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5776a49cda1c780001b6370b,100,85,26,33,4,1,0,100,87,77,37,11,24,66,0,0,0,0,39,100,100,61,37,9,5,0,0,0,100,77,87,51,0,8,0,91,71,20,46,1,0,0,100,96,44,40,0,0,0,100,100,66,2,0,0,0,90,75,76,25,26,0,0,100,56,77,54,46,0,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69,male,5,4,4,5,2022-05-31-16-51,2022-05-31-16-59,8,
s.c3de633e-4084-43a3-ae1c-b4f8318922a1.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5efc8bdbaa189603344de39b,100,68,92,41,30,0,0,99,99,86,63,74,43,40,34,0,0,16,60,66,83,90,92,55,32,2,17,11,93,96,88,26,21,8,24,83,80,39,32,26,0,9,96,99,88,30,0,16,18,92,99,85,77,29,19,19,100,96,80,43,38,23,0,89,93,97,89,56,27,37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33,Female,1,1,1,1,2022-05-31-16-49,2022-05-31-16-54,5,
s.2a19984d-e00e-485a-a7ce-6750399920c4.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5e3c10d2bdcb8004883b54a4,97,100,84,71,1,1,0,100,98,63,74,47,15,19,1,0,0,1,2,100,98,71,11,1,1,2,2,7,99,100,95,25,1,2,0,87,98,89,69,2,2,3,100,98,83,17,10,2,0,98,99,93,86,7,9,4,99,82,63,62,3,1,0,98,99,87,53,24,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52,Female,4,1,1,4,2022-05-31-16-51,2022-05-31-16-58,7,
s.ef77753e-adba-4922-b7fd-8fa90ec3de84.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60ff4a103bce1c839d30a2cc,87,73,40,24,4,8,12,81,71,91,76,25,10,11,5,5,12,7,93,92,96,97,84,25,6,4,5,8,91,81,77,42,29,20,9,68,66,75,61,29,13,11,78,77,87,62,3,7,1,87,87,69,29,13,6,5,91,78,70,24,10,6,3,91,62,63,43,22,14,22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,female,1,1,1,1,2022-05-31-16-49,2022-05-31-16-55,6,
s.5dc73e30-21c3-49dd-93be-ea778e8adc00.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60fcfe8185c3d7634a14dea7,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,Cis female,1,1,1,1,2022-05-31-16-44,2022-05-31-16-54,10,
s.7db5f92a-0378-4013-9793-d57871b81761.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5ce9c431935c850001cb7a46,100,100,48,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,100,100,100,0,0,0,0,100,100,0,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,0,0,0,100,48,0,0,0,0,0,100,100,100,49,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39,female,1,1,1,1,2022-05-31-16-44,2022-05-31-16-59,15,
s.094c4185-c824-467a-a217-0eb4dee2d1c8.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5ad8721e4efee10001f52eff,Male,Male,Male,Female,Female,Female,Female,Male,Male,Male,Male,Male,Female,Female,Female,Female,Female,Female,Female,Male,Male,Male,Male,Male,Female,Female,Female,Female,Male,Male,Male,Female,Female,Female,Female,Male,Male,Female,Female,Female,Female,Male,Male,Male,Male,Female,Female,Female,Male,Male,Male,Male,Female,Female,Female,Male,Male,Male,Female,Female,Female,Female,Male,Male,Female,Female,Female,Female,Female,25,Male,1,1,1,2,2022-05-31-16-49,2022-05-31-16-58,9,
s.11a56db6-31ed-43e3-be3a-b690ecae3d91.txt,1,6161031464900ea7baae30c6,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,Female,1,1,1,5,2022-05-31-16-48,2022-05-31-16-53,5,
s.18b40cc2-5b1f-47fd-9931-3676b48e6c43.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61477227d816392b3ef44b43,male,male,male,female,female,female,female,male,male,male,male,female,female,female,female,female,female,female,male,male,male,male,male,male,female,female,female,female,male,male,male,femLE,female,female,female,male,male,female,female,female,female,male,male,male,male,female,female,female,male,male,male,male,female,femLE,female,male,male,male,female,female,female,female,male,male,female,female,female,femLE,female,28,female,4,1,3,5,2022-05-31-16-51,2022-05-31-16-55,4,
s.8f4d8882-86a6-40ff-97f9-d899691421b3.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",613b0b6df72be83b35d16c6c,Male,Male,Male,Female,Female,Female ,Female,Male,Male,Male,Male,Male,Female,Female,Female ,Female ,Female,Female,Male,Male,Male,Male,Male,Male,Female,Female ,Female,Female,Male,Male,Male,Female,Female,Femalw,Female ,Male,Male,Female,Female,Female,Female,Male,Male,Male,Male,Female,Female,Fwmalw,Male,Male,Male,Female,Female,Female,Female,Male,Male,Male,Male,Female,Female,Female,Male,Male,Female,Female,Female,Female,Female,30,Female,2,2,1,2,2022-05-31-16-49,2022-05-31-16-56,7,
s.64623b89-63de-4d7d-a88e-0d46a6065c67.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61017977184be1b1d2a89218,100,100,100,0,14,0,0,100,100,100,82,73,85,83,0,0,0,0,0,77,100,100,100,0,0,0,0,0,100,100,100,58,0,0,0,100,100,100,73,0,0,0,100,100,100,18,0,0,0,100,100,100,100,0,0,0,100,95,100,32,33,0,0,100,100,100,77,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67,Female,3,1,1,5,2022-05-31-16-42,2022-05-31-16-52,10,
s.2888509b-ff0e-4dfc-bd82-1be2afe0a8f4.txt,1,5ee61c6204aef93753868325,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24,Female,2,2,2,3,2022-05-31-16-50,2022-05-31-16-55,5,
s.c38a0007-393a-4314-bf2f-ca98cf56b4ad.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5b216d7dc33f820001a2e1ef,59,61,36,73,36,34,16,74,89,60,28,0,32,34,28,27,0,28,61,80,100,63,63,32,35,20,32,20,0,100,76,45,21,15,19,56,44,33,6,29,13,20,69,90,55,41,37,27,31,82,73,95,41,37,30,0,66,78,55,70,47,34,0,90,65,87,45,36,38,32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36,Male,4,4,2,4,2022-05-31-16-47,2022-05-31-16-52,5,
s.627d6be2-c267-43ad-8318-f17465ca74e4.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5a771f510f1bce0001219d44,2,2,4,1,1,1,1,2,2,2,4,4,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,4,1,1,1,2,2,2,4,1,1,1,2,2,4,1,1,1,1,2,2,2,4,1,1,1,2,2,2,4,1,1,1,2,2,2,4,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28,Female (AFAB),2,2,1,1,2022-05-31-16-49,2022-05-31-16-58,9,
s.8f48906d-1833-4177-ba6e-1fc33aa92fca.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61491d39009c5fc1080de216,79,63,35,33,23,17,11,91,62,63,71,9,14,14,14,14,29,34,15,74,76,99,84,0,34,0,8,28,100,100,72,14,10,28,5,84,63,10,24,18,12,33,100,100,66,16,27,0,18,100,86,72,14,16,14,23,82,71,89,26,30,10,29,97,95,90,45,35,15,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23,Female,1,1,1,1,2022-05-31-16-49,2022-05-31-16-53,4,
