StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-16 14:13:49,2020-11-16 14:18:57,IP Address,94.234.37.205,100,308,TRUE,2020-11-16 14:18:58,R_sp0W3LfA9h1Bx3H,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar,Hen aker kanot,Hen haller en paddel,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,45,Man,5,2,2,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,3,2,3,6,3,"Mycket bra
7",Nagon gang i manaden,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet ,Nej ,Nej ,Nej,zzvyhfg,,
2020-11-16 15:31:28,2020-11-16 15:37:20,IP Address,37.250.187.113,100,351,TRUE,2020-11-16 15:37:21,R_1BWw0ZobXNIOCfx,,,,,58.18040466,13.95820618,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hen star upp,Hen paddlar,Hen har armar,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Kvinna,4,6,4,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,"Stammer inte alls
1",5,"Stammer inte alls
1",3,4,4,Nagon gang om aret,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteter ,Nej,Nej,Nej,hkcwoyg,,
2020-11-16 21:02:12,2020-11-16 21:11:52,IP Address,213.80.40.252,100,579,TRUE,2020-11-16 21:11:52,R_2Qn8pz87g1Zf4Ey,,,,,58.3999939,15.08329773,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Figur star pa surfbrada och paddlar,En figur paddlar staende pa surfbrada,Pa en surfbrada star en figur som ser ut som en person och paddlar,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,54,Kvinna ,6,6,3,3,"Stammer inte alls
1",2,"Stammer inte alls
1","Stammer inte alls
1",3,"Stammer helt
7",3,"Stammer inte alls
1",3,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Ok ,Inget konstigt,arliga svar ,Ja de verkade ihopsatt av fler bilder,butzmpf,,
2020-11-17 00:29:00,2020-11-17 00:51:27,IP Address,165.225.192.203,100,1346,TRUE,2020-11-17 00:51:28,R_1nPHOoZfdcl6dXn,,,,,59.33329773,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen paddlar kanot,Hen haller en paddel med bada sina hander,Hen anvander en paddel,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,45,Man,4,2,3,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,5,2,2,2,6,2,6,Nagon gang i manaden,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteter,Nej,Nej,Nej,zzvyhfg,,
2020-11-15 16:46:55,2020-11-17 01:15:40,IP Address,193.181.20.252,100,116925,TRUE,2020-11-17 01:15:40,R_269JtPgJojNUiSF,,,,,59.19549561,17.62530518,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han star upp.,Han paddlar.,Han paddlar pa en brada.,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Man,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Kvinna,2,2,5,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",3,5,3,"Stammer helt
7",6,6,6,6,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet.,Ja,Lite grann kanske,"Ja, nedre delen var utformad for att man ska tro att det antingen var en kvinna eller man.",zxgnkzu,,
2020-11-17 02:15:43,2020-11-17 02:25:38,IP Address,82.209.130.202,100,594,TRUE,2020-11-17 02:25:38,R_2rpfEmlglkdYnM7,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,hen paddlar,hen tranar,hen ovar,,,,Man,Man,Kvinna,Man,Man,Man,Vet ej,Kvinna,Man,Man,Man,Man,Icke-binar,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,68,man,6,6,6,6,"Stammer helt
7",5,4,4,3,"Stammer inte alls
1",,6,"Mycket daligt
1",2,2,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,konsuppfattningar,ja,ja,"svart att se ,,, mycket bygger sakert pa mina upplevelser och fordomar",akcaanu,,
2020-11-17 02:55:45,2020-11-17 02:59:20,IP Address,81.235.189.71,100,214,TRUE,2020-11-17 02:59:20,R_yCqWwC285PjBZ6x,,,,,56.66160583,16.36160278,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Star pa surfbrada ,Paddlar,Pa havet,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,28,Kvinna,2,6,5,2,"Stammer helt
7","Stammer inte alls
1",4,6,"Stammer inte alls
1",5,4,"Stammer inte alls
1",4,3,6,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteter ,Nej,Nej,Nej,dyozqku,,
2020-11-17 03:33:38,2020-11-17 03:38:42,IP Address,83.249.250.206,100,303,TRUE,2020-11-17 03:38:42,R_2Ym7oT32mJCDfUF,,,,,59.37930298,13.50360107,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar pa en SUP,Hon ror en bat,Hon ror i en stor gryta,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,2,6,6,2,"Stammer helt
7","Stammer helt
7",5,"Stammer helt
7","Stammer inte alls
1","Stammer helt
7",6,6,4,"Mycket daligt
1",6,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Fordomar,Ja,"Nej, eftersom jag inte behover sta till svars infor nagon",Vissa var svara att konsbestamma,psfxaut,,
2020-11-17 04:22:53,2020-11-17 04:31:12,IP Address,84.55.85.223,100,499,TRUE,2020-11-17 04:31:12,R_1F9DDtTc7rnMzHX,,,,,59.85850525,17.645401,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen paddlar. ,Hen star upp. ,Hen sportar. ,Man,Man,Kvinna,Man,Man,Icke-binar,Icke-binar,Kvinna,Icke-binar,Vet ej,Man,Icke-binar,Vet ej,Vet ej,Kvinna,Vet ej,Vet ej,Kvinna,Kvinna,Kvinna,47,Kvinna ,2,3,6,6,3,2,4,2,"Stammer inte alls
1",2,6,"Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentifiering ,Ibland ,"Nej
",Nej,exqurcz,,
2020-11-17 04:33:35,2020-11-17 04:41:51,IP Address,79.136.110.228,100,495,TRUE,2020-11-17 04:41:51,R_3Q0slucuy2hqhxH,,,,,57.05000305,12.3999939,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar.,Hen star upp.,Hen star pa en paddelboard eller liknande.,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,56,Kvinna,3,6,6,5,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",3,"Stammer inte alls
1",4,3,6,6,6,Dagligen,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Manniskors syn pa konsidentitet,Nej,Nej,Nej,ehvztyy,,
2020-11-17 04:43:02,2020-11-17 04:54:25,IP Address,94.234.41.154,100,683,TRUE,2020-11-17 04:54:25,R_2EpcrO2tZX2apV7,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,En man som paddlar,Han star i en bat,Han paddlar kanot,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,66,Kvinns,3,5,5,5,6,6,5,6,4,6,6,4,4,5,5,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,zyzumox,,
2020-11-17 04:44:39,2020-11-17 04:54:50,IP Address,83.185.36.228,100,610,TRUE,2020-11-17 04:54:50,R_3sjDl0f6ptcXhVp,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han star upp,Han lutar sig framat,Han haller i en ara,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,34,Kvinna,2,6,6,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",5,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Nagon gang per vecka,"Ja, anhorig / nara van",,Hur manniskor kategoriserar andra enligt kon,Nej,Nej,"Ja, pa nagra bilder sag det ut som att ogon, nasa och mun var riktiga, men haka och kinder inte hangde ihop med samma ansikte utan var nagon slags mall.",wbveyzd,,
2020-11-17 04:53:37,2020-11-17 04:59:12,IP Address,46.162.125.40,100,334,TRUE,2020-11-17 04:59:12,R_2uKU7HUQPOq0gTO,,,,,64.7507019,20.95280457,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon aker paddelbrada,Hon ar fysiskt aktiv,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,35,Man,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",2,"Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,svfepdy,,
2020-11-17 04:36:07,2020-11-17 05:05:26,IP Address,85.30.6.18,100,1759,TRUE,2020-11-17 05:05:27,R_1DGaJ6ONs7V6D4v,,,,,59.61619568,16.55279541,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar sig framat,Hen gor krafttag med en paddel,Hen utfor en vattensport,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binar,Icke-binar,Icke-binar,Icke-binar,Icke-binar,Icke-binar,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,29,Kvinna,4,"Stammer helt
7","Stammer helt
7",4,4,4,4,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",3,3,"Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Ja, jag sjalv,Nej, kanner ingen som anvander hen som sitt pronomen",,Huruvida vanligt och accepterat det ar med identifiering av kon  samhallet,Ja lite sa,"Nja, jag ar bestamd i mina asikter anda",Nej inte direkt. Vissa sag Photoshopade ut d dock.,tqaockz,,
2020-11-17 05:33:52,2020-11-17 05:40:42,IP Address,158.174.123.3,100,409,TRUE,2020-11-17 05:40:42,R_3F2kKu3APrDQC6R,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Balanserar ,Tar sig framat,Paddlar,,,,Man,Man,Man,Icke-binar,Man,Man,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,26,Kvinna,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,2,"Stammer inte alls
1","Stammer inte alls
1","Mycket bra
7",5,5,Nagon gang om aret,Nagon gang per vecka,"Ja, en bekant",,Vem man och kvinnor utger sig for att vara. Och alla kan se olika ut,Nej,Nej,Ja nagra sag ut som bada man och kvinnor och det ar hur kaken ar formad och ogon ,hgyfxkt,,
2020-11-17 05:45:15,2020-11-17 05:50:55,IP Address,213.158.50.96,100,339,TRUE,2020-11-17 05:50:55,R_TnL7PUsIaLrACf7,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Han star pa en brada,Haller i en paddel ,Paddlar i vattnet ,Man,Man,Icke-binar,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Vet ej,Icke-binar,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,51,Kvinna,3,6,6,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,"Stammer helt
7",6,6,"Stammer helt
7","Mycket bra
7",6,"Mycket bra
7",,Nagon gang i manaden,"Ja, en bekant",,Om olika konstillhorigheter,Nej,Jag svarade bara efter vad jag tycker ,Nej,ohfbwav,,
2020-11-17 05:31:37,2020-11-17 06:03:21,IP Address,82.196.111.49,100,1903,TRUE,2020-11-17 06:03:21,R_1Qzlxm0cflKuo8x,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar, troligen en farkost pa vatten",Han star i en farkost vars reling symboliseras med en linje,Han ser ut att vanda farkosten eftersom padelns yta ar vinkelrat mot fardriktningen,,,,,,,Man,Man,Kvinna,Man,Man,Icke-binar,Icke-binar,Kvinna,Kvinna,Man,Man,Icke-binar,Kvinna,Icke-binar,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,68,man,"Stammer inte alls
1",6,6,"Stammer helt
7",4,2,2,2,6,2,6,"Stammer inte alls
1",6,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur man uppfattar och betraktar kon,Nej,Nej men det fick mig att tanka en hel del innan jag svarade,Ja alla som jag inte direkt tyckte mej kunna identifiera/kategorisera som man eller kvinna  valde jag det tredje alternativet som jag tror ar en mix av tva ansikten.,fggzyxo,,
2020-11-17 06:09:18,2020-11-17 06:17:54,IP Address,81.236.92.12,100,516,TRUE,2020-11-17 06:17:54,R_2rOP8GLeCZWGJCU,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Utovar sport,Paddlar kanot,Fysisk traning,,,,Man,Man,Kvinna,Man,Icke-binar,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,47,Man,3,5,6,"Stammer inte alls
1","Stammer helt
7",3,"Stammer inte alls
1","Stammer helt
7",6,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1",4,6,2,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsneutralitet ,Nej,Nej,Nja,zhkxmko,,
2020-11-17 06:19:07,2020-11-17 06:25:42,IP Address,81.236.92.12,100,394,TRUE,2020-11-17 06:25:42,R_1r9alKKF32PlG47,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Fysisk traning ,Fysisk aktivitet,Paddlar kanot,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,47,Man,"Stammer inte alls
1",6,"Stammer helt
7",6,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1",2,2,2,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsneutralitet,Nej,Nej,Nej,zhkxmko,,
2020-11-17 06:24:12,2020-11-17 06:33:36,IP Address,194.132.6.253,100,563,TRUE,2020-11-17 06:33:37,R_1FP1zpgiuSNiMn8,,,,,63.82839966,20.25970459,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han star upp,Han haller en paddel i handerna,Han ror sig framat ,,,,,,,Kvinna,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,52,man,2,5,5,4,4,2,2,2,2,2,3,2,"Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,kon,nej,tror inte det,"Ja, de sag mixade ut",bymrntr,,
2020-11-17 06:36:29,2020-11-17 06:40:56,IP Address,82.183.2.247,100,266,TRUE,2020-11-17 06:40:56,R_XYgrcbnpae95gzf,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar en kanot,Han stadar golvet ,Han paddlar valdigt fort ,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,23,Tjej,3,"Stammer inte alls
1",4,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",4,"Stammer inte alls
1",5,"Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Pronomen , Nej,Nej,Nej,wxyuzyf,,
2020-11-17 06:41:14,2020-11-17 06:44:37,IP Address,82.183.2.247,100,202,TRUE,2020-11-17 06:44:37,R_2qsJrvwg902vX6J,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar en kanot,Hon moppar golvet ,Hon paddlar valdigt fort ,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,23,Tjej,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",5,"Stammer inte alls
1",4,"Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Pronomen ,Nej,Nej,Nej,wxyuzyf,,
2020-11-17 06:30:20,2020-11-17 06:47:38,IP Address,83.255.128.131,100,1038,TRUE,2020-11-17 06:47:38,R_125Vkb933loI3Ee,,,,,60.67449951,17.14169312,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,"Hen Padllar, hen ser ut att paddla i vattet, havet, sjo. ","Hen ar inte en nyborjare, dessutom sa verkar hon ha en bra fysik.",Hen anvander sig med paddlar . ,,,,Man,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Icke-binar,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,49,Man,"Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",3,"Stammer helt
7",5,"Stammer inte alls
1","Stammer inte alls
1",2,"Mycket bra
7","Mycket daligt
1",Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiet,"Nej jag var ganska trygg, dock fanns det nat svar under resans gang",Nej det gjorde det inte,"Ja nagra stack ut, vid dessa tillfallen angav jag personer som icke-binara",tggxfpd,,
2020-11-17 06:40:33,2020-11-17 06:48:07,IP Address,178.30.118.165,100,454,TRUE,2020-11-17 06:48:08,R_sSXUQAv6Gm58idP,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Han paddlar ,Han paddlar brada ,Han aker pa vattnet,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,47,Man,6,"Stammer helt
7","Stammer helt
7",2,"Stammer helt
7","Stammer helt
7",3,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Kategorisera man o kvinnor,arligt,Nej,Nej ,hpgrxxd,,
2020-11-17 06:40:34,2020-11-17 07:01:34,IP Address,213.113.127.79,100,1259,TRUE,2020-11-17 07:01:34,R_xFK9eCjIsNg84Ip,,,,,59.48330688,17.75,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,personen paddlar,personen befinner sig i vatten,personen utfor idrottslig aktivitet,Man,Man,Kvinna,Man,Man,Man,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,71,male,2,6,"Stammer helt
7",5,3,3,"Stammer inte alls
1","Stammer inte alls
1",3,4,3,"Stammer inte alls
1",6,5,"Mycket bra
7",Nagon gang om aret,Nagon gang om aret,"Ja, en bekant",,min uppfattning om manniskor andra och mig sjalv,nej enbart efter egen bedomning och tycke,ingen markbar paverkan utan forsokte vara objektiv,nagra ansikten hade jag nagot svarare att bedomma konstilhorighet,zykafyf,,
2020-11-17 07:00:15,2020-11-17 07:13:50,IP Address,83.209.106.195,100,814,TRUE,2020-11-17 07:13:51,R_1mEtpAy72GLZLd1,,,,,56.04670715,12.69439697,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar pa en stabrada eller i en oppen kanot ,Hon paddlar med stor kraft,Hon ar kladd i traningsklader ,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,76,Kvinna,"Stammer helt
7",4,"Stammer helt
7",4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7",4,4,"Stammer inte alls
1",4,5,"Mycket daligt
1",Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Allman installning till hur man ser pa hbtq personer
",Nej inte direkt,Hoppas  jag var neutral. ,Jag tror nagra var samma person men det ena var lite fotoshoppat,prsghef,,
2020-11-17 06:50:34,2020-11-17 07:24:23,IP Address,78.79.244.205,100,2029,TRUE,2020-11-17 07:24:24,R_31ygx4uxIl3FL4L,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star upp och paddlar,Hen anvander en sup,Hen roar sig motionerandes med sup pa vattnet,,,,Man,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Man,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,54,Kvinna,2,6,6,2,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,4,6,5,"Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Dagligen,"Ja, en bekant",,Acceptans av olika konstillhorighet/ konsidentifiering,"Ja l
Ja",Inte direkt,Nej,yycsxke,,
2020-11-17 07:35:08,2020-11-17 07:41:10,IP Address,155.4.130.111,100,362,TRUE,2020-11-17 07:41:11,R_1pndKTmq85ncIUA,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Paddling,Surfbradda,Kanoting,,,,,,,Man,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,68,man,4,5,"Stammer helt
7",2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer helt
7",4,5,"Stammer inte alls
1",5,"Mycket bra
7",6,Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Kons kansla,Nej,Nej,Nej,ghfgvtw,,
